season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
2009/10,2009-08-08T00:00:00Z,Wellington,H,1-1,D,James Billing,WLP,NA,1,1,1,1,69,Mark Harrington,NA,league,1,1,1
2009/10,2009-08-12T00:00:00Z,Bishop Sutton,A,6-1,W,"Gary Banks 3, James Billing, David Blake 2",WLP,NA,2,2,6,1,120,Mark Harrington,NA,league,3,4,2
2009/10,2009-08-15T00:00:00Z,Poole Town,A,2-1,W,"Alex Brain, Dean Evans",FAC,EP,3,1,2,1,212,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-08-22T00:00:00Z,Sherborne Town,A,2-1,W,"Gary Banks, Nick Hudson",WLP,NA,4,3,2,1,76,Mark Harrington,NA,league,3,7,2.3333333333333335
2009/10,2009-08-25T00:00:00Z,Bristol Manor Farm,A,2-1,W,Dean Evans 2,WLP,NA,5,4,2,1,56,Mark Harrington,NA,league,3,10,2.5
2009/10,2009-08-29T00:00:00Z,Bishop Sutton,H,1-1,D,Tim Thompson,WLP,NA,6,5,1,1,72,Mark Harrington,NA,league,1,11,2.2
2009/10,2009-09-01T00:00:00Z,Calne Town,H,3-1,W,"Gary Banks, Dean Evans, Tim Thompson",WLP,NA,7,6,3,1,70,Mark Harrington,NA,league,3,14,2.3333333333333335
2009/10,2009-09-05T00:00:00Z,Longwell Green Sports,A,3-1,W,"Gary Banks, Dean Evans, Tim Thompson",WLP,NA,8,7,3,1,108,Mark Harrington,NA,league,3,17,2.4285714285714284
2009/10,2009-09-12T00:00:00Z,Barnstaple Town,H,2-1,W,"Gary Banks, OG",WLP,NA,9,8,2,1,64,Mark Harrington,NA,league,3,20,2.5
2009/10,2009-09-19T00:00:00Z,Odd Down (Bath),A,3-1,W,"James Billing, Alex Brain 2",FAV,2Q,10,1,3,1,70,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-09-26T00:00:00Z,Dawlish Town,H,1-1,D,Danny Maye,WLP,NA,11,9,1,1,85,Mark Harrington,NA,league,1,21,2.3333333333333335
2009/10,2009-10-03T00:00:00Z,Keynsham Town,H,6-1,W,"James Billing, Dean Evans 3, Chris Lewis, Tim Thompson",FAV,1,12,2,6,1,69,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-10-06T00:00:00Z,Paulton Rovers,H,3-1,W,"James Billing, Dean Evans, Ashley Victor-Lewis",SPC,1,13,1,3,1,93,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-10-10T00:00:00Z,Larkhall Athletic,H,4-1,W,"James Billing 3, Chris Lewis",WLP,NA,14,10,4,1,139,Mark Harrington,NA,league,3,24,2.4
2009/10,2009-10-13T00:00:00Z,Brislington,A,2-1,W,"David Blake, Ashley Victor-Lewis",WLP,NA,15,11,2,1,49,Mark Harrington,NA,league,3,27,2.4545454545454546
2009/10,2009-10-17T00:00:00Z,Ilfracombe Town,A,3-1,W,James Billing 3,WLP,NA,16,12,3,1,94,Mark Harrington,NA,league,3,30,2.5
2009/10,2009-10-24T00:00:00Z,Calne Town,A,2-1,W,"Dean Evans, Danny Maye",WLP,NA,17,13,2,1,40,Mark Harrington,NA,league,3,33,2.5384615384615383
2009/10,2009-10-31T00:00:00Z,Hallen,H,1-1,D,Chris Lewis,WLP,NA,18,14,1,1,77,Mark Harrington,NA,league,1,34,2.4285714285714284
2009/10,2009-11-03T00:00:00Z,Bristol Manor Farm,H,2-1,W,"Andy Catley, Dean Evans",WLP,NA,19,15,2,1,71,Mark Harrington,NA,league,3,37,2.466666666666667
2009/10,2009-11-07T00:00:00Z,Melksham Town,A,2-1,W,"James Billing, Dean Evans",WLP,NA,20,16,2,1,51,Mark Harrington,NA,league,3,40,2.5
2009/10,2009-11-17T00:00:00Z,Bideford,A,2-1,W,Dean Evans 2,FAV,2,21,3,2,1,174,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-11-28T00:00:00Z,Shepton Mallet,A,4-1,W,"James Billing, David Blake, Ashley Victor-Lewis, Danny Maye",LPC,1,22,1,4,1,62,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-12-05T00:00:00Z,Willand Rovers,A,1-1,D,James Billing,FAV,3,23,4,1,1,93,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-12-12T00:00:00Z,Street,H,3-1,W,Dean Evans 3,WLP,NA,24,17,3,1,75,Mark Harrington,NA,league,3,43,2.5294117647058822
2009/10,2010-01-02T00:00:00Z,Bitton,A,2-1,W,"Dean Evans, Danny Maye",WLP,NA,25,18,2,1,207,Mark Harrington,NA,league,3,46,2.5555555555555554
2009/10,2010-01-19T00:00:00Z,Radstock Town,H,0-1,L,NA,WLP,NA,26,19,0,1,125,Mark Harrington,NA,league,0,46,2.4210526315789473
2009/10,2010-01-23T00:00:00Z,Longwell Green Sports,H,1-1,D,James Billing,WLP,NA,27,20,1,1,68,Mark Harrington,NA,league,1,47,2.35
2009/10,2010-01-26T00:00:00Z,Chard Town,A,3-1,W,"Gary Banks, Mark Harrington, Ashley Victor-Lewis",SPC,2,28,2,3,1,56,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-01-30T00:00:00Z,Barnstaple Town,A,3-1,W,"James Billing, Dean Evans, Chris Lewis",WLP,NA,29,21,3,1,117,Mark Harrington,NA,league,3,50,2.380952380952381
2009/10,2010-02-03T00:00:00Z,Corsham Town,A,1-1,D,Dean Evans,WLP,NA,30,22,1,1,122,Mark Harrington,NA,league,1,51,2.3181818181818183
2009/10,2010-02-06T00:00:00Z,Brislington,H,2-1,W,Dean Evans 2,WLP,NA,31,23,2,1,60,Mark Harrington,NA,league,3,54,2.347826086956522
2009/10,2010-02-09T00:00:00Z,Radstock Town,A,2-1,W,"James Billing, Dean Evans",LPC,2,32,2,2,1,105,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-02-13T00:00:00Z,Larkhall Athletic,A,3-1,W,"David Blake, Chris Lewis, Tim Thompson",WLP,NA,33,24,3,1,110,Mark Harrington,NA,league,3,57,2.375
2009/10,2010-02-17T00:00:00Z,Wellington,A,1-1,D,Mark Harrington,WLP,NA,34,25,1,1,52,Mark Harrington,NA,league,1,58,2.32
2009/10,2010-02-20T00:00:00Z,Ilfracombe Town,H,1-1,D,Dean Evans,WLP,NA,35,26,1,1,75,Mark Harrington,NA,league,1,59,2.269230769230769
2009/10,2010-02-27T00:00:00Z,Bideford,A,1-1,D,Lee Bryant,WLP,NA,36,27,1,1,173,Mark Harrington,NA,league,1,60,2.2222222222222223
2009/10,2010-03-03T00:00:00Z,Wellington,A,4-1,W,"Steve Bridges, Greg Dando, Dean Evans, Danny Maye",SPC,QF,37,3,4,1,31,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-03-06T00:00:00Z,Melksham Town,H,2-1,W,"James Billing, Chris Lewis",WLP,NA,38,28,2,1,73,Mark Harrington,NA,league,3,63,2.25
2009/10,2010-03-09T00:00:00Z,Willand Rovers,H,1-1,D,Steve Bridges,WLP,NA,39,29,1,1,68,Mark Harrington,NA,league,1,64,2.206896551724138
2009/10,2010-03-13T00:00:00Z,Shrewton United,H,5-1,W,"Lee Bryant, Nick Hudson, Ashley Victor-Lewis 2, Chris Lewis",LPC,QF,40,3,5,1,66,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-03-17T00:00:00Z,Hallen,A,2-1,W,"James Billing, Danny Maye",WLP,NA,41,30,2,1,43,Mark Harrington,NA,league,3,67,2.2333333333333334
2009/10,2010-03-20T00:00:00Z,Bideford,H,0-1,L,NA,WLP,NA,42,31,0,1,80,Mark Harrington,NA,league,0,67,2.161290322580645
2009/10,2010-03-27T00:00:00Z,Willand Rovers,A,0-1,L,NA,WLP,NA,43,32,0,1,72,Mark Harrington,NA,league,0,67,2.09375
2009/10,2010-04-05T00:00:00Z,Bitton,H,1-1,D,Ashley Victor-Lewis,WLP,NA,44,33,1,1,93,Mark Harrington,NA,league,1,68,2.0606060606060606
2009/10,2010-04-07T00:00:00Z,Dawlish Town,A,2-1,W,"Dean Evans, Ashley Victor-Lewis",WLP,NA,45,34,2,1,47,Mark Harrington,NA,league,3,71,2.088235294117647
2009/10,2010-04-10T00:00:00Z,Street,A,0-1,L,NA,WLP,NA,46,35,0,1,77,Mark Harrington,NA,league,0,71,2.0285714285714285
2009/10,2010-04-13T00:00:00Z,Corsham Town,H,1-1,D,Craig Coles,WLP,NA,47,36,1,1,74,Mark Harrington,NA,league,1,72,2
2009/10,2010-04-17T00:00:00Z,Hallen,H,0-1,L,NA,LPC,SF,48,4,0,1,NA,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-04-20T00:00:00Z,Sherborne Town,H,2-1,W,James Billing 2,WLP,NA,49,37,2,1,57,Mark Harrington,NA,league,3,75,2.027027027027027
2009/10,2010-04-24T00:00:00Z,Radstock Town,A,0-1,L,NA,WLP,NA,50,38,0,1,66,Mark Harrington,NA,league,0,75,1.9736842105263157
2009/10,2010-04-27T00:00:00Z,Yeovil Town,H,2-1,W,James Billing 2,SPC,SF,51,4,2,1,207,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-05-04T00:00:00Z,Bridgwater Town,N,0-1,L,NA,SPC,F,52,5,0,1,407,Mark Harrington,NA,cup,NA,NA,NA
2010/11,2010-08-07T00:00:00Z,Corsham Town,A,0-1,L,NA,WLP,NA,1,1,0,1,181,Mark Leaney,NA,league,0,0,0
2010/11,2010-08-14T00:00:00Z,Bridport,A,0-1,L,NA,FAC,EP,2,1,0,1,128,Mark Leaney,NA,cup,NA,NA,NA
2010/11,2010-08-21T00:00:00Z,Sherborne Town,H,2-1,W,James Billing 2,WLP,NA,3,2,2,1,57,Mark Leaney,NA,league,3,3,1.5
2010/11,2010-09-04T00:00:00Z,Verwood Town,H,0-1,L,NA,FAV,1Q,4,1,0,1,66,Mark Leaney,NA,cup,NA,NA,NA
2010/11,2010-09-11T00:00:00Z,Longwell Green Sports,A,0-1,L,NA,WLP,NA,5,3,0,1,91,Mark Leaney,NA,league,0,3,1
2010/11,2010-09-18T00:00:00Z,Bristol Manor Farm,A,1-1,D,Steve Bridges,WLP,NA,6,4,1,1,-,Mark Leaney,NA,league,1,4,1
2010/11,2010-09-22T00:00:00Z,Wellington,A,2-1,W,"Andy Catley, Hayden Watts",WLP,NA,7,5,2,1,65,Mark Leaney,NA,league,3,7,1.4
2010/11,2010-09-25T00:00:00Z,Bitton,H,0-1,L,NA,WLP,NA,8,6,0,1,59,Mark Leaney,NA,league,0,7,1.1666666666666667
2010/11,2010-10-02T00:00:00Z,Street,H,0-1,L,NA,WLP,NA,9,7,0,1,60,Mark Leaney,NA,league,0,7,1
2010/11,2010-10-06T00:00:00Z,Larkhall Athletic,A,0-1,L,NA,SPC,1,10,1,0,1,57,Mark Leaney,NA,cup,NA,NA,NA
2010/11,2010-10-09T00:00:00Z,Hallen,A,1-1,D,Craig Rimmer,WLP,NA,11,8,1,1,33,Mark Leaney,NA,league,1,8,1
2010/11,2010-10-16T00:00:00Z,Odd Down (Bath),H,0-1,L,NA,WLP,NA,12,9,0,1,97,Mark Leaney,NA,league,0,8,0.8888888888888888
2010/11,2010-10-23T00:00:00Z,Melksham Town,A,4-1,W,"James Billing 2, Craig Mullen 2",LPC,P,13,1,4,1,147,Mark Leaney,NA,cup,NA,NA,NA
2010/11,2010-10-26T00:00:00Z,Willand Rovers,H,1-1,D,Ryan Trowbridge,WLP,NA,14,10,1,1,72,Mark Leaney,NA,league,1,9,0.9
2010/11,2010-10-30T00:00:00Z,Dawlish Town,A,3-1,W,"Craig Mullen, Rimmer, Hayden Watts",WLP,NA,15,11,3,1,51,Mark Leaney,NA,league,3,12,1.0909090909090908
2010/11,2010-11-06T00:00:00Z,Brislington,A,0-1,L,NA,WLP,NA,16,12,0,1,36,Mark Leaney,NA,league,0,12,1
2010/11,2010-11-13T00:00:00Z,Hallen,H,3-1,W,"Andy Forward, Craig Mullen, Hayden Watts",WLP,NA,17,13,3,1,53,Mark Leaney,NA,league,3,15,1.1538461538461537
2010/11,2010-11-16T00:00:00Z,Wellington,H,2-1,W,"Jamie Jordan, Ryan Trowbridge",WLP,NA,18,14,2,1,66,Mark Leaney,NA,league,3,18,1.2857142857142858
2010/11,2010-11-20T00:00:00Z,Ilfracombe Town,A,1-1,D,Craig Mullen,WLP,NA,19,15,1,1,62,Mark Leaney,NA,league,1,19,1.2666666666666666
2010/11,2010-11-23T00:00:00Z,Bristol Manor Farm,H,1-1,D,Jamie Jordan,WLP,NA,20,16,1,1,52,Mark Leaney,NA,league,1,20,1.25
2010/11,2010-12-11T00:00:00Z,Barnstaple Town,H,3-1,W,"Jamie Jordan, Craig Mullen 2",WLP,NA,21,17,3,1,55,Mark Leaney,NA,league,3,23,1.3529411764705883
2010/11,2011-01-03T00:00:00Z,Wells City,H,3-1,W,"James Billing 2, Andy Forward",WLP,NA,22,18,3,1,104,Mark Leaney,NA,league,3,26,1.4444444444444444
2010/11,2011-01-11T00:00:00Z,Larkhall Athletic,H,0-1,L,NA,WLP,NA,23,19,0,1,71,Mark Leaney,NA,league,0,26,1.368421052631579
2010/11,2011-01-15T00:00:00Z,Bishop Sutton,A,1-1,D,Hayden Watts,WLP,NA,24,20,1,1,68,Mark Leaney,NA,league,1,27,1.35
2010/11,2011-01-19T00:00:00Z,Sherborne Town,A,0-1,L,NA,WLP,NA,25,21,0,1,65,Mark Leaney,NA,league,0,27,1.2857142857142858
2010/11,2011-01-29T00:00:00Z,Bitton,A,2-1,W,"Tommy Owen, Hayden Watts",WLP,NA,26,22,2,1,108,Mark Leaney,NA,league,3,30,1.3636363636363635
2010/11,2011-02-05T00:00:00Z,Street,A,0-1,L,NA,WLP,NA,27,23,0,1,75,Nick Beaverstock,NA,league,0,30,1.3043478260869565
2010/11,2011-02-08T00:00:00Z,Radstock Town,A,1-1,D,Justin Dowling,WLP,NA,28,24,1,1,126,Nick Beaverstock,NA,league,1,31,1.2916666666666667
2010/11,2011-02-12T00:00:00Z,Bishop Sutton,H,0-1,L,NA,WLP,NA,29,25,0,1,78,Nick Beaverstock,NA,league,0,31,1.24
2010/11,2011-02-26T00:00:00Z,Odd Down (Bath),A,0-1,L,NA,WLP,NA,30,26,0,1,48,Nick Beaverstock,NA,league,0,31,1.1923076923076923
2010/11,2011-03-01T00:00:00Z,Longwell Green Sports,H,2-1,W,"Greg Dando, OG",WLP,NA,31,27,2,1,45,Nick Beaverstock,NA,league,3,34,1.2592592592592593
2010/11,2011-03-05T00:00:00Z,Dawlish Town,H,1-1,D,Anthony Tuckfield,WLP,NA,32,28,1,1,35,Nick Beaverstock,NA,league,1,35,1.25
2010/11,2011-03-12T00:00:00Z,Brislington,H,0-1,L,Craig Rimmer,WLP,NA,33,29,0,1,41,Nick Beaverstock,NA,league,0,35,1.206896551724138
2010/11,2011-03-19T00:00:00Z,Willand Rovers,A,0-1,L,NA,WLP,NA,34,30,0,1,66,Nick Beaverstock,NA,league,0,35,1.1666666666666667
2010/11,2011-03-26T00:00:00Z,Ilfracombe Town,H,1-1,D,Craig Rimmer,WLP,NA,35,31,1,1,47,Nick Beaverstock,NA,league,1,36,1.1612903225806452
2010/11,2011-04-02T00:00:00Z,Larkhall Athletic,A,0-1,L,NA,WLP,NA,36,32,0,1,115,Nick Beaverstock,NA,league,0,36,1.125
2010/11,2011-04-09T00:00:00Z,Barnstaple Town,A,1-1,D,Mark Reynolds,WLP,NA,37,33,1,1,103,Nick Beaverstock,NA,league,1,37,1.121212121212121
2010/11,2011-04-22T00:00:00Z,Radstock Town,H,1-1,D,Ashley Victor-Lewis,WLP,NA,38,34,1,1,102,Nick Beaverstock,NA,league,1,38,1.1176470588235294
2010/11,2011-04-25T00:00:00Z,Wells City,A,2-1,W,Mark Reynolds 2,WLP,NA,39,35,2,1,120,Nick Beaverstock,NA,league,3,41,1.1714285714285715
2010/11,2011-04-30T00:00:00Z,Corsham Town,H,3-1,W,"Steve Bridges, Mark Reynolds 2",WLP,NA,40,36,3,1,50,Nick Beaverstock,NA,league,3,44,1.2222222222222223
2011/12,2011-08-13T00:00:00Z,Portishead Town,A,2-1,W,Andy Keen 2,WL1,NA,1,1,2,1,44,Nick Beaverstock,NA,league,3,3,3
2011/12,2011-08-16T00:00:00Z,Melksham Town,H,1-1,D,Andy Keen,WL1,NA,2,2,1,1,75,Nick Beaverstock,NA,league,1,4,2
2011/12,2011-08-20T00:00:00Z,Larkhall Athletic,H,0-1,L,NA,FAC,EP,3,1,0,1,71,Nick Beaverstock,NA,cup,NA,NA,NA
2011/12,2011-08-27T00:00:00Z,Oldland Abbotonians,H,1-1,D,Jack Nix,WL1,NA,4,3,1,1,58,Nick Beaverstock,NA,league,1,5,1.6666666666666667
2011/12,2011-08-29T00:00:00Z,Hengrove Athletic,A,2-1,W,"Andy Forward, Andy Keen",WL1,NA,5,4,2,1,55,Nick Beaverstock,NA,league,3,8,2
2011/12,2011-09-03T00:00:00Z,Keynsham Town,H,1-1,D,James Billing,WL1,NA,6,5,1,1,45,Nick Beaverstock,NA,league,1,9,1.8
2011/12,2011-09-10T00:00:00Z,Wells City,A,0-1,L,NA,FAV,1Q,7,1,0,1,114,Nick Beaverstock,NA,cup,NA,NA,NA
2011/12,2011-09-17T00:00:00Z,Shrewton United,A,2-1,W,Kai Hammond 2,WL1,NA,8,6,2,1,49,Nick Beaverstock,NA,league,3,12,2
2011/12,2011-09-19T00:00:00Z,Melksham Town,A,3-1,W,"Andy Forward, Andy Keen, Tom Pawley",WL1,NA,9,7,3,1,142,Nick Beaverstock,NA,league,3,15,2.142857142857143
2011/12,2011-09-24T00:00:00Z,Chard Town,A,1-1,D,Jack Nix,WL1,NA,10,8,1,1,82,Nick Beaverstock,NA,league,1,16,2
2011/12,2011-10-01T00:00:00Z,Westbury United,H,4-1,W,"Craig Coles, Kai Hammond, Andy Keen 2",WL1,NA,11,9,4,1,48,Nick Beaverstock,NA,league,3,19,2.111111111111111
2011/12,2011-10-04T00:00:00Z,Hengrove Athletic,H,3-1,W,"Kai Hammond, Jack Nix, Haydn Watts",WL1,NA,12,10,3,1,80,Nick Beaverstock,NA,league,3,22,2.2
2011/12,2011-10-15T00:00:00Z,Wellington,H,5-1,W,"Andy Forward, Kai Hammond 2, Andy Keen 2",WL1,NA,13,11,5,1,69,Nick Beaverstock,NA,league,3,25,2.272727272727273
2011/12,2011-10-22T00:00:00Z,Roman Glass St George,A,1-1,D,OG,WL1,NA,14,12,1,1,34,Nick Beaverstock,NA,league,1,26,2.1666666666666665
2011/12,2011-10-25T00:00:00Z,Devizes Town,A,2-1,W,Andy Keen 2,WL1,NA,15,13,2,1,46,Nick Beaverstock,NA,league,3,29,2.230769230769231
2011/12,2011-11-05T00:00:00Z,Bradford Town,A,1-1,D,Andy Keen,WL1,NA,16,14,1,1,74,Nick Beaverstock,NA,league,1,30,2.142857142857143
2011/12,2011-11-08T00:00:00Z,Clevedon Town,H,2-1,W,James Cooper 2,SPC,2,17,1,2,1,64,Nick Beaverstock,NA,cup,NA,NA,NA
2011/12,2011-11-12T00:00:00Z,Longwell Green Sports,H,2-1,W,"Andy Forward, Andy Keen",LPC,1,18,1,2,1,38,Nick Beaverstock,NA,cup,NA,NA,NA
2011/12,2011-11-15T00:00:00Z,Keynsham Town,A,2-1,W,"Kai Hammond, Jack Nix",WL1,NA,19,15,2,1,84,Nick Beaverstock,NA,league,3,33,2.2
2011/12,2011-11-19T00:00:00Z,Almondsbury UWE,A,1-1,D,Andy Keen,WL1,NA,20,16,1,1,47,Nick Beaverstock,NA,league,1,34,2.125
2011/12,2011-11-26T00:00:00Z,Calne Town,H,0-1,L,NA,WL1,NA,21,17,0,1,62,Nick Beaverstock,NA,league,0,34,2
2011/12,2011-12-10T00:00:00Z,Cadbury Heath,H,2-1,W,Andy Keen 2,WL1,NA,22,18,2,1,72,Nick Beaverstock,NA,league,3,37,2.0555555555555554
2011/12,2011-12-26T00:00:00Z,Shepton Mallet,H,2-1,W,"Kai Hammond, Andy Keen",WL1,NA,23,19,2,1,141,Nick Beaverstock,NA,league,3,40,2.1052631578947367
2011/12,2012-01-02T00:00:00Z,Gillingham Town,A,1-1,D,Andy Forward,WL1,NA,24,20,1,1,126,Nick Beaverstock,NA,league,1,41,2.05
2011/12,2012-01-07T00:00:00Z,Oldland Abbotonians,A,0-1,L,NA,WL1,NA,25,21,0,1,36,Nick Beaverstock,NA,league,0,41,1.9523809523809523
2011/12,2012-01-14T00:00:00Z,Portishead Town,H,2-1,W,"Kai Hammond, Andy Keen",WL1,NA,26,22,2,1,44,Nick Beaverstock,NA,league,3,44,2
2011/12,2012-01-21T00:00:00Z,Westbury United,A,0-1,L,NA,WL1,NA,27,23,0,1,72,Nick Beaverstock,NA,league,0,44,1.9130434782608696
2011/12,2012-01-28T00:00:00Z,Bradford Town,H,3-1,W,"Kai Hammond, Andy Keen, Ashley Victor-Lewis",WL1,NA,28,24,3,1,62,Nick Beaverstock,NA,league,3,47,1.9583333333333333
2011/12,2012-02-14T00:00:00Z,Almondsbury UWE,H,0-1,L,NA,WL1,NA,29,25,0,1,53,Nick Beaverstock,NA,league,0,47,1.88
2011/12,2012-02-18T00:00:00Z,Bitton,A,0-1,L,NA,LPC,2,30,2,0,1,97,Nick Beaverstock,NA,cup,NA,NA,NA
2011/12,2012-02-25T00:00:00Z,Cadbury Heath,A,1-1,D,Chris Brimble,WL1,NA,31,26,1,1,116,Nick Beaverstock,NA,league,1,48,1.8461538461538463
2011/12,2012-03-07T00:00:00Z,Elmore,A,3-1,W,"Kai Hammond, Martin Johnson, Tom Pawley",WL1,NA,32,27,3,1,31,Nick Beaverstock,NA,league,3,51,1.8888888888888888
2011/12,2012-03-10T00:00:00Z,Chard Town,H,4-1,W,"James Cooper, Kai Hammond, Andy Keen 2",WL1,NA,33,28,4,1,60,Nick Beaverstock,NA,league,3,54,1.9285714285714286
2011/12,2012-03-13T00:00:00Z,Wellington,A,1-1,D,Martin Johnson,WL1,NA,34,29,1,1,52,Nick Beaverstock,NA,league,1,55,1.896551724137931
2011/12,2012-03-17T00:00:00Z,Roman Glass St George,H,3-1,W,"Chris Brimble, Kai Hammond, Andy Keen",WL1,NA,35,30,3,1,43,Nick Beaverstock,NA,league,3,58,1.9333333333333333
2011/12,2012-03-24T00:00:00Z,Devizes Town,H,1-1,D,Kai Hammond,WL1,NA,36,31,1,1,48,Nick Beaverstock,NA,league,1,59,1.903225806451613
2011/12,2012-03-31T00:00:00Z,Shrewton United,H,3-1,W,"Greg Dando, Kai Hammond 2",WL1,NA,37,32,3,1,50,Nick Beaverstock,NA,league,3,62,1.9375
2011/12,2012-04-06T00:00:00Z,Shepton Mallet,A,1-1,D,Craig Coles,WL1,NA,38,33,1,1,141,Nick Beaverstock,NA,league,1,63,1.9090909090909092
2011/12,2012-04-09T00:00:00Z,Gillingham Town,H,1-1,D,Craig Coles,WL1,NA,39,34,1,1,66,Nick Beaverstock,NA,league,1,64,1.8823529411764706
2011/12,2012-04-18T00:00:00Z,Calne Town,A,0-1,L,NA,WL1,NA,40,35,0,1,92,Nick Beaverstock,NA,league,0,64,1.8285714285714285
2011/12,2012-04-21T00:00:00Z,Elmore,H,1-1,D,Kai Hammond,WL1,NA,41,36,1,1,51,Nick Beaverstock,NA,league,1,65,1.8055555555555556
2012/13,2012-08-04T00:00:00Z,Calne Town,A,1-1,D,Kai Hammond,WL1,NA,1,1,1,1,74,Stuart Minall,NA,league,1,1,1
2012/13,2012-08-07T00:00:00Z,Corsham Town,H,1-1,D,Patrick Doyle,WL1,NA,2,2,1,1,61,Stuart Minall,NA,league,1,2,1
2012/13,2012-08-11T00:00:00Z,Plymouth Parkway,A,1-1,D,Greg Dando,FAC,EP,3,1,1,1,124,Stuart Minall,NA,cup,NA,NA,NA
2012/13,2012-08-18T00:00:00Z,Wellington,H,2-1,W,"Matthew Curtis, Andy Keen",WL1,NA,4,3,2,1,54,Stuart Minall,NA,league,3,5,1.6666666666666667
2012/13,2012-08-22T00:00:00Z,Roman Glass St George,A,1-1,D,Jack Metcalf,WL1,NA,5,4,1,1,50,Stuart Minall,NA,league,1,6,1.5
2012/13,2012-08-25T00:00:00Z,Elmore,H,3-1,W,"Ryan Gay, Jack Metcalf, Jake Slocombe",WL1,NA,6,5,3,1,42,Stuart Minall,NA,league,3,9,1.8
2012/13,2012-09-01T00:00:00Z,Westbury United,H,0-1,L,NA,WL1,NA,7,6,0,1,47,Stuart Minall,NA,league,0,9,1.5
2012/13,2012-09-04T00:00:00Z,Hengrove Athletic,H,2-1,W,"Greg Dando, Andy Keen",WL1,NA,8,7,2,1,69,Stuart Minall,NA,league,3,12,1.7142857142857142
2012/13,2012-09-08T00:00:00Z,Shrewton United,A,1-1,D,Ryan Gay,WL1,NA,9,8,1,1,35,Stuart Minall,NA,league,1,13,1.625
2012/13,2012-09-15T00:00:00Z,Bovey Tracey,A,0-1,L,NA,FAV,2Q,10,1,0,1,-,Stuart Minall,NA,cup,NA,NA,NA
2012/13,2012-09-22T00:00:00Z,Warminster Town,H,1-1,D,Jack Metcalf,WL1,NA,11,9,1,1,56,Stuart Minall,NA,league,1,14,1.5555555555555556
2012/13,2012-09-25T00:00:00Z,Roman Glass St George,H,3-1,W,"Paul Banks, Michal Caputa, Jack Metcalf",WL1,NA,12,10,3,1,60,Stuart Minall,NA,league,3,17,1.7
2012/13,2012-09-29T00:00:00Z,Cribbs Friends Life,A,1-1,D,Jack Metcalf,WL1,NA,13,11,1,1,60,Stuart Minall,NA,league,1,18,1.6363636363636365
2012/13,2012-10-02T00:00:00Z,Odd Down (Bath),A,1-1,D,Luke Palmer,SPC,1,14,1,1,1,-,Stuart Minall,NA,cup,NA,NA,NA
2012/13,2012-10-06T00:00:00Z,Hallen,H,1-1,D,Barry Sandquest,LPC,P,15,1,1,1,51,Stuart Minall,NA,cup,NA,NA,NA
2012/13,2012-10-13T00:00:00Z,Almondsbury UWE,H,3-1,W,"Jamie Mines, Luke Palmer, Barry Sandquest",WL1,NA,16,12,3,1,52,Stuart Minall,NA,league,3,21,1.75
2012/13,2012-10-17T00:00:00Z,Corsham Town,A,0-1,L,NA,WL1,NA,17,13,0,1,120,Stuart Minall,NA,league,0,21,1.6153846153846154
2012/13,2012-10-20T00:00:00Z,Bradford Town,A,0-1,L,NA,WL1,NA,18,14,0,1,70,Stuart Minall,NA,league,0,21,1.5
2012/13,2012-10-27T00:00:00Z,Chard Town,H,2-1,W,"Paul Banks, Dan Scriven",WL1,NA,19,15,2,1,40,Stuart Minall,NA,league,3,24,1.6
2012/13,2012-10-31T00:00:00Z,Hengrove Athletic,A,0-1,L,NA,WL1,NA,20,16,0,1,55,Stuart Minall,NA,league,0,24,1.5
2012/13,2012-11-10T00:00:00Z,Sherborne Town,H,2-1,W,"Ryan Gay, Jamie Mines",WL1,NA,21,17,2,1,66,Stuart Minall,NA,league,3,27,1.588235294117647
2012/13,2012-11-17T00:00:00Z,Cheddar,A,3-1,W,"Paul Banks 2, Greg Dando",WL1,NA,22,18,3,1,51,Stuart Minall,NA,league,3,30,1.6666666666666667
2012/13,2012-12-01T00:00:00Z,Westbury United,A,2-1,W,Byron Lismore 2,WL1,NA,23,19,2,1,88,Stuart Minall,NA,league,3,33,1.736842105263158
2012/13,2012-12-08T00:00:00Z,Devizes Town,H,3-1,W,"Byron Lismore, Jack Metcalf 2",WL1,NA,24,20,3,1,38,Stuart Minall,NA,league,3,36,1.8
2012/13,2012-12-15T00:00:00Z,Oldland Abbotonians,A,0-1,L,NA,WL1,NA,25,21,0,1,40,Stuart Minall,NA,league,0,36,1.7142857142857142
