season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
1986/87,1986-11-01T00:00:00Z,Elmore,H,3-1,W,"Grant Evason, Simon White, Rob McCartney",WL1,NA,15,12,3,1,NA,Steve Coles,NA,league,3,24,2
1986/87,1986-11-05T00:00:00Z,Glastonbury,A,3-1,W,"Grant Evason, Rob McCartney, Simon White",WL1,NA,16,13,3,1,NA,Steve Coles,NA,league,3,27,2.076923076923077
1986/87,1986-11-08T00:00:00Z,Odd Down (Bath),A,0-1,L,NA,WL1,NA,17,14,0,1,NA,Steve Coles,NA,league,0,27,1.9285714285714286
1986/87,1986-11-15T00:00:00Z,Swanage Town & Herston,A,2-1,W,"Rob McCartney, Ian Doyle",WL1,NA,18,15,2,1,NA,Steve Coles,NA,league,3,30,2
1986/87,1986-11-22T00:00:00Z,Yeovil Town Reserves,A,0-1,L,NA,WL1,NA,19,16,0,1,NA,Steve Coles,NA,league,0,30,1.875
1986/87,1986-11-29T00:00:00Z,Warminster Town,H,0-1,L,NA,WL1,NA,20,17,0,1,NA,Steve Coles,NA,league,0,30,1.7647058823529411
1986/87,1986-11-30T00:00:00Z,Mangotsfield United,H,2-1,W,"Richard Bowring, Simon Culliford",SPC,NA,21,1,2,1,NA,Steve Coles,NA,cup,NA,NA,NA
1986/87,1986-12-06T00:00:00Z,Swanage Town & Herston,H,2-1,W,"Dave Jones, Simon White",WL1,NA,22,18,2,1,NA,Steve Coles,NA,league,3,33,1.8333333333333333
1986/87,1986-12-13T00:00:00Z,Backwell United,A,1-1,D,Rob McCartney,WL1,NA,23,19,1,1,NA,Steve Coles,NA,league,1,34,1.7894736842105263
1986/87,1986-12-20T00:00:00Z,Heavitree United,H,2-1,W,Richard George 2,WL1,NA,24,20,2,1,NA,Steve Coles,NA,league,3,37,1.85
1986/87,1986-12-26T00:00:00Z,Larkhall Athletic,H,0-1,L,NA,WL1,NA,25,21,0,1,NA,Steve Coles,NA,league,0,37,1.7619047619047619
1986/87,1986-12-27T00:00:00Z,Portway-Bristol,A,2-1,W,"Grant Evason, Simon White",WL1,NA,26,22,2,1,NA,Steve Coles,NA,league,3,40,1.8181818181818181
1986/87,1987-01-01T00:00:00Z,Ottery St Mary,A,1-1,D,Richard George,WL1,NA,27,23,1,1,NA,Steve Coles,NA,league,1,41,1.7826086956521738
1986/87,1987-01-03T00:00:00Z,Heavitree United,A,1-1,D,Ian Doyle,WL1,NA,28,24,1,1,NA,Steve Coles,NA,league,1,42,1.75
1986/87,1987-01-10T00:00:00Z,Calne Town,A,2-1,W,Richard George 2,WL1,NA,29,25,2,1,NA,Steve Coles,NA,league,3,45,1.8
1986/87,1987-01-24T00:00:00Z,Glastonbury,H,2-1,W,"Richard George, Simon White",WL1,NA,30,26,2,1,NA,Steve Coles,NA,league,3,48,1.8461538461538463
1986/87,1987-02-03T00:00:00Z,Clevedon Town,A,0-1,L,NA,SPC,NA,31,2,0,1,NA,Steve Coles,NA,cup,NA,NA,NA
1986/87,1987-02-07T00:00:00Z,Keynsham Town,H,1-1,D,Grant Evason,WCC,2,32,1,1,1,NA,Steve Coles,NA,cup,NA,NA,NA
1986/87,1987-02-08T00:00:00Z,Ilfracombe Town,H,2-1,W,"Steve George, Simon White",WL1,NA,33,27,2,1,NA,Steve Coles,NA,league,3,51,1.8888888888888888
1986/87,1987-02-14T00:00:00Z,Westbury United,H,5-1,W,"Steve George, Grant Evason 2, Richard George 2",WL1,NA,34,28,5,1,NA,Steve Coles,NA,league,3,54,1.9285714285714286
1986/87,1987-02-21T00:00:00Z,Devizes Town,A,1-1,D,Richard George,WL1,NA,35,29,1,1,NA,Steve Coles,NA,league,1,55,1.896551724137931
1986/87,1987-02-22T00:00:00Z,Weston-super-Mare,H,0-1,L,NA,WCC,3,36,2,0,1,NA,Steve Coles,NA,cup,NA,NA,NA
1986/87,1987-03-14T00:00:00Z,Tiverton Town,H,2-1,W,"Richard George, Ian Doyle",WL1,NA,37,30,2,1,NA,Steve Coles,NA,league,3,58,1.9333333333333333
1986/87,1987-03-21T00:00:00Z,Portway-Bristol,H,0-1,L,NA,WL1,NA,38,31,0,1,NA,Steve Coles,NA,league,0,58,1.8709677419354838
1986/87,1987-03-28T00:00:00Z,Wimborne Town,H,2-1,W,Grant Evason 2,WL1,NA,39,32,2,1,NA,Steve Coles,NA,league,3,61,1.90625
1986/87,1987-04-04T00:00:00Z,Weymouth Reserves,H,4-1,W,"Steve George, Grant Evason 3",WL1,NA,40,33,4,1,NA,Steve Coles,NA,league,3,64,1.9393939393939394
1986/87,1987-04-07T00:00:00Z,Wellington,A,0-1,L,NA,WL1,NA,41,34,0,1,NA,Steve Coles,NA,league,0,64,1.8823529411764706
1986/87,1987-04-11T00:00:00Z,Devizes Town,H,1-1,D,Steve George,WL1,NA,42,35,1,1,NA,Steve Coles,NA,league,1,65,1.8571428571428572
1986/87,1987-04-12T00:00:00Z,Backwell United,H,1-1,D,Simon Culliford,WL1,NA,43,36,1,1,NA,Steve Coles,NA,league,1,66,1.8333333333333333
1986/87,1987-04-17T00:00:00Z,Larkhall Athletic,A,2-1,W,"Rob McCartney, Richard George",WL1,NA,44,37,2,1,NA,Steve Coles,NA,league,3,69,1.864864864864865
1986/87,1987-04-20T00:00:00Z,Elmore,A,1-1,D,Steve George,WL1,NA,45,38,1,1,NA,Steve Coles,NA,league,1,70,1.8421052631578947
1986/87,1987-04-25T00:00:00Z,Bath City Reserves,H,1-1,D,Rich Bowring,WL1,NA,46,39,1,1,NA,Steve Coles,NA,league,1,71,1.8205128205128205
1986/87,1987-04-26T00:00:00Z,Keynsham Town,A,0-1,L,NA,WL1,NA,47,40,0,1,NA,Steve Coles,NA,league,0,71,1.775
1986/87,1987-04-28T00:00:00Z,Odd Down (Bath),H,1-1,D,Rob McCartney,WL1,NA,48,41,1,1,NA,Steve Coles,NA,league,1,72,1.7560975609756098
1986/87,1987-05-02T00:00:00Z,Ilfracombe Town,A,1-1,D,Rich Bowring,WL1,NA,49,42,1,1,NA,Steve Coles,NA,league,1,73,1.7380952380952381
1987/88,1987-08-15T00:00:00Z,Wellington,H,3-1,W,"Simon Culliford, Steve George, Ian Doyle",WL1,NA,1,1,3,1,NA,Steve Coles,NA,league,3,3,3
1987/88,1987-08-19T00:00:00Z,Tiverton Town,A,2-1,W,"Grant Evason, Steve Whitemore",WL1,NA,2,2,2,1,NA,Steve Coles,NA,league,3,6,3
1987/88,1987-08-22T00:00:00Z,Chard Town,A,1-1,D,Steve Whitemore,WL1,NA,3,3,1,1,NA,Steve Coles,NA,league,1,7,2.3333333333333335
1987/88,1987-08-25T00:00:00Z,Backwell United,H,1-1,D,Simon Culliford,WL1,NA,4,4,1,1,NA,Steve Coles,NA,league,1,8,2
1987/88,1987-08-29T00:00:00Z,Newbury Town,A,2-1,W,"Simon Culliford, Richard George",FAC,P,5,1,2,1,NA,Steve Coles,NA,cup,NA,NA,NA
1987/88,1987-09-02T00:00:00Z,Newbury Town,H,2-1,W,"Richard George, Shane Peters",FAC,PR,6,2,2,1,NA,Steve Coles,NA,cup,NA,NA,NA
1987/88,1987-09-05T00:00:00Z,St Austell,H,1-1,D,Rich Bowring,FAV,EP,7,1,1,1,NA,Steve Coles,NA,cup,NA,NA,NA
1987/88,1987-09-12T00:00:00Z,Heavitree United,A,3-1,W,"Simon Culliford, Grant Evason 2",WL1,NA,8,5,3,1,NA,Steve Coles,NA,league,3,11,2.2
1987/88,1987-09-19T00:00:00Z,Yeovil Town Reserves,A,1-1,D,Grant Evason,WL1,NA,9,6,1,1,NA,Steve Coles,NA,league,1,12,2
1987/88,1987-09-26T00:00:00Z,Ilfracombe Town,H,1-1,D,Grant Evason,WL1,NA,10,7,1,1,NA,Steve Coles,NA,league,1,13,1.8571428571428572
1987/88,1987-09-30T00:00:00Z,Ottery St Mary,A,1-1,D,Ian Doyle,WL1,NA,11,8,1,1,NA,Steve Coles,NA,league,1,14,1.75
1987/88,1987-10-03T00:00:00Z,Westbury United,A,2-1,W,"Grant Evason, Colin Brain",WL1,NA,12,9,2,1,NA,Steve Coles,NA,league,3,17,1.8888888888888888
1987/88,1987-10-10T00:00:00Z,Devizes Town,A,3-1,W,"Ian Doyle 2, Steve George",WL1,NA,13,10,3,1,NA,Steve Coles,NA,league,3,20,2
1987/88,1987-10-11T00:00:00Z,Backwell United,H,3-1,W,"Richard George, Simon Culliford, Rich Bowring",WCC,2,14,1,3,1,NA,Steve Coles,NA,cup,NA,NA,NA
1987/88,1987-10-17T00:00:00Z,Bath City Reserves,H,1-1,D,Grant Evason,WL1,NA,15,11,1,1,NA,Steve Coles,NA,league,1,21,1.9090909090909092
1987/88,1987-10-18T00:00:00Z,Larkhall Athletic,H,1-1,D,Rich Bowring,WL1,NA,16,12,1,1,NA,Steve Coles,NA,league,1,22,1.8333333333333333
1987/88,1987-10-24T00:00:00Z,Odd Down (Bath),A,1-1,D,Richard George,WL1,NA,17,13,1,1,NA,Steve Coles,NA,league,1,23,1.7692307692307692
1987/88,1987-10-31T00:00:00Z,Keynsham Town,H,3-1,W,"Steve George, Dave Jones, Grant Evason",WL1,NA,18,14,3,1,NA,Steve Coles,NA,league,3,26,1.8571428571428572
1987/88,1987-11-14T00:00:00Z,Warminster Town,A,2-1,W,"Simon Culliford, Grant Evason",WL1,NA,19,15,2,1,NA,Steve Coles,NA,league,3,29,1.9333333333333333
1987/88,1987-11-21T00:00:00Z,Heavitree United,H,1-1,D,Grant Evason,WL1,NA,20,16,1,1,NA,Steve Coles,NA,league,1,30,1.875
1987/88,1987-11-28T00:00:00Z,Paulton Rovers,H,1-1,D,OG,SPC,NA,21,1,1,1,NA,Steve Coles,NA,cup,NA,NA,NA
1987/88,1987-12-19T00:00:00Z,Calne Town,A,1-1,D,OG,WL1,NA,22,17,1,1,NA,Steve Coles,NA,league,1,31,1.8235294117647058
1987/88,1987-12-26T00:00:00Z,Glastonbury,H,2-1,W,"Duncan Atkinson, Grant Evason",WL1,NA,23,18,2,1,NA,Steve Coles,NA,league,3,34,1.8888888888888888
1987/88,1988-01-09T00:00:00Z,Keynsham Town,A,2-1,W,"OG, Richard George",WL1,NA,24,19,2,1,NA,Steve Coles,NA,league,3,37,1.9473684210526316
1987/88,1988-01-16T00:00:00Z,Devizes Town,H,1-1,D,Simon Culliford,WL1,NA,25,20,1,1,NA,Steve Coles,NA,league,1,38,1.9
1987/88,1988-01-24T00:00:00Z,Westbury United,A,1-1,D,Grant Evason,WCC,3,26,2,1,1,NA,Steve Coles,NA,cup,NA,NA,NA
1987/88,1988-02-06T00:00:00Z,Ilfracombe Town,A,4-1,W,"Duncan Atkinson, Nick Greenwood, Richard George, Grant Evason",WL1,NA,27,21,4,1,NA,Steve Coles,NA,league,3,41,1.9523809523809523
1987/88,1988-02-13T00:00:00Z,Westbury United,H,3-1,W,"Duncan Atkinson 2, Dave Jones ",WL1,NA,28,22,3,1,NA,Steve Coles,NA,league,3,44,2
1987/88,1988-02-20T00:00:00Z,Odd Down (Bath),H,1-1,D,Grant Evason,WL1,NA,29,23,1,1,NA,Steve Coles,NA,league,1,45,1.9565217391304348
1987/88,1988-02-27T00:00:00Z,Yeovil Town Reserves,H,0-1,L,NA,WL1,NA,30,24,0,1,NA,Steve Coles,NA,league,0,45,1.875
1987/88,1988-03-12T00:00:00Z,Bath City Reserves,A,1-1,D,Duncan Atkinson,WL1,NA,31,25,1,1,NA,Steve Coles,NA,league,1,46,1.84
1987/88,1988-03-19T00:00:00Z,Wellington,A,2-1,W,"Richard George, Steve Whitemore",WL1,NA,32,26,2,1,NA,Steve Coles,NA,league,3,49,1.8846153846153846
1987/88,1988-03-20T00:00:00Z,Elmore,H,5-1,W,"Keith Player 2, Richard George, Grant Evason, Dave Jones",WL1,NA,33,27,5,1,NA,Steve Coles,NA,league,3,52,1.9259259259259258
1987/88,1988-03-26T00:00:00Z,Calne Town,H,1-1,D,Nick Greenwood,WL1,NA,34,28,1,1,NA,Steve Coles,NA,league,1,53,1.8928571428571428
1987/88,1988-04-01T00:00:00Z,Glastonbury,A,2-1,W,Grant Evason,WL1,NA,35,29,2,1,NA,Steve Coles,NA,league,3,56,1.9310344827586208
1987/88,1988-04-02T00:00:00Z,Elmore,A,7-1,W,"Duncan Atkinson, Rob McCartney, Adrian Harvey, Grant Evason, Richard George 3",WL1,NA,36,30,7,1,NA,Steve Coles,NA,league,3,59,1.9666666666666666
1987/88,1988-04-04T00:00:00Z,Tiverton Town,H,1-1,D,Keith Player,WL1,NA,37,31,1,1,NA,Steve Coles,NA,league,1,60,1.935483870967742
1987/88,1988-04-09T00:00:00Z,Ottery St Mary,H,2-1,W,"Dave Jones, Steve Whitemore",WL1,NA,38,32,2,1,NA,Steve Coles,NA,league,3,63,1.96875
1987/88,1988-04-16T00:00:00Z,Warminster Town,H,3-1,W,"Duncan Atkinson, Dave Jones, Grant Evason",WL1,NA,39,33,3,1,NA,Steve Coles,NA,league,3,66,2
1987/88,1988-04-19T00:00:00Z,Backwell United,A,3-1,W,"Grant Evason, Rob McCartney, Simon Culliford",WL1,NA,40,34,3,1,NA,Steve Coles,NA,league,3,69,2.0294117647058822
1987/88,1988-04-23T00:00:00Z,Chard Town,H,3-1,W,"Nick Greenwood, Grant Evason, Duncan Atkinson",WL1,NA,41,35,3,1,NA,Steve Coles,NA,league,3,72,2.057142857142857
1987/88,1988-04-30T00:00:00Z,Larkhall Athletic,A,3-1,W,"Duncan Atkinson, Steve Whitemore, Richard George",WL1,NA,42,36,3,1,NA,Steve Coles,NA,league,3,75,2.0833333333333335
1988/89,1988-08-20T00:00:00Z,Barnstaple Town,H,4-1,W,"Steve Miles,  Ian Doyle 2, Rick Murphy",WLP,NA,1,1,4,1,125,Steve Fey,NA,league,3,3,3
1988/89,1988-08-22T00:00:00Z,Taunton Town,A,0-1,L,NA,WLP,NA,2,2,0,1,NA,Steve Fey,NA,league,0,3,1.5
1988/89,1988-08-27T00:00:00Z,Torrington,A,5-1,W,"Ian Doyle, Simon White, Richard Artus, Nick Greenwood",WLP,NA,3,3,5,1,NA,Steve Fey,NA,league,3,6,2
1988/89,1988-08-29T00:00:00Z,Swanage Town & Herston,H,0-1,L,NA,WLP,NA,4,4,0,1,192,Steve Fey,NA,league,0,6,1.5
1988/89,1988-09-03T00:00:00Z,Exmouth Town,H,0-1,L,NA,FAC,P,5,1,0,1,92,Steve Fey,NA,cup,NA,NA,NA
1988/89,1988-09-10T00:00:00Z,Plymouth Argyle Reserves,A,0-1,L,NA,WLP,NA,6,5,0,1,NA,Steve Fey,NA,league,0,6,1.2
1988/89,1988-09-14T00:00:00Z,Weston-super-Mare,H,0-1,L,NA,WLP,NA,7,6,0,1,205,Steve Fey,NA,league,0,6,1
1988/89,1988-09-17T00:00:00Z,Dawlish Town,A,2-1,W,"Richard George, Rick Murphy",WLP,NA,8,7,2,1,NA,Steve Fey,NA,league,3,9,1.2857142857142858
1988/89,1988-09-24T00:00:00Z,Liskeard Athletic,H,1-1,D,Daly (OG),WLP,NA,9,8,1,1,118,Steve Fey,NA,league,1,10,1.25
1988/89,1988-09-27T00:00:00Z,Bristol Manor Farm,A,1-1,D,Simon Culliford,WLP,NA,10,9,1,1,NA,Steve Fey,NA,league,1,11,1.2222222222222223
1988/89,1988-10-01T00:00:00Z,Bideford,A,1-1,D,Simon Culliford,WLP,NA,11,10,1,1,NA,Steve Fey,NA,league,1,12,1.2
1988/89,1988-10-05T00:00:00Z,Chippenham Town,H,0-1,L,NA,WLP,NA,12,11,0,1,171,Steve Fey,NA,league,0,12,1.0909090909090908
1988/89,1988-10-08T00:00:00Z,Glastonbury,H,3-1,W,"Ian Doyle 2, Steve Miles",FAV,P,13,1,3,1,68,Steve Fey,NA,cup,NA,NA,NA
1988/89,1988-10-15T00:00:00Z,Minehead,A,2-1,W,"Richard George, Simon White",WLP,NA,14,12,2,1,NA,Steve Fey,NA,league,3,15,1.25
1988/89,1988-10-19T00:00:00Z,Frome Town,H,0-1,L,NA,WLP,NA,15,13,0,1,240,Steve Fey,NA,league,0,15,1.1538461538461537
1988/89,1988-10-22T00:00:00Z,Exmouth Town,A,1-1,D,Rob McCartney,WLP,NA,16,14,1,1,NA,Steve Fey,NA,league,1,16,1.1428571428571428
1988/89,1988-10-26T00:00:00Z,Chippenham Town,H,0-1,L,NA,WCC,2,17,1,0,1,135,Steve Fey,NA,cup,NA,NA,NA
1988/89,1988-10-29T00:00:00Z,Saltash United,H,1-1,D,Simon Culliford,WLP,NA,18,15,1,1,108,Eric Jordan (caretaker),NA,league,1,17,1.1333333333333333
1988/89,1988-11-02T00:00:00Z,Chard Town,A,1-1,D,OG,WLP,NA,19,16,1,1,NA,Eric Jordan (caretaker),NA,league,1,18,1.125
1988/89,1988-11-05T00:00:00Z,Westbury United,A,2-1,W,"Simon White, Richard George",FAV,1,20,2,2,1,NA,Eric Jordan (caretaker),NA,cup,NA,NA,NA
1988/89,1988-11-12T00:00:00Z,Clevedon Town,A,1-1,D,Adrian Harvey,WLP,NA,21,17,1,1,NA,Eric Jordan (caretaker),NA,league,1,19,1.1176470588235294
1988/89,1988-11-16T00:00:00Z,Mangotsfield United,H,1-1,D,Simon White,WLP,NA,22,18,1,1,186,Eric Jordan (caretaker),NA,league,1,20,1.1111111111111112
1988/89,1988-11-19T00:00:00Z,Torrington,H,2-1,W,"Mark Church, Simon Culliford",WLP,NA,23,19,2,1,76,Eric Jordan (caretaker),NA,league,3,23,1.2105263157894737
1988/89,1988-11-22T00:00:00Z,Swanage Town & Herston,A,1-1,D,Simon White,WLP,NA,24,20,1,1,NA,Eric Jordan (caretaker),NA,league,1,24,1.2
1988/89,1988-11-26T00:00:00Z,Old Georgians,H,3-1,W,"Richard George, Duncan Atkinson, Keith Player",FAV,2,25,3,3,1,106,Eric Jordan (caretaker),NA,cup,NA,NA,NA
1988/89,1988-12-03T00:00:00Z,Weston-super-Mare,A,1-1,D,Simon White,WLP,NA,26,21,1,1,NA,Eric Jordan (caretaker),NA,league,1,25,1.1904761904761905
1988/89,1988-12-07T00:00:00Z,Frome Town,H,1-1,D,Keith Player,SPC,NA,27,1,1,1,134,Steve Coles,NA,cup,NA,NA,NA
1988/89,1988-12-10T00:00:00Z,Bideford,H,2-1,W,"Mark Church, Penwill (OG)",WLP,NA,28,22,2,1,85,Steve Coles,NA,league,3,28,1.2727272727272727
1988/89,1988-12-17T00:00:00Z,Yate Town,H,5-1,W,"Nick Greenwood, Mark Church 3, Keith Player",FAV,3,29,4,5,1,155,Steve Coles,NA,cup,NA,NA,NA
1988/89,1988-12-26T00:00:00Z,Paulton Rovers,A,2-1,W,"Nick Greenwood, Mark Church",WLP,NA,30,23,2,1,NA,Steve Coles,NA,league,3,31,1.3478260869565217
1988/89,1989-01-02T00:00:00Z,Radstock Town,H,1-1,D,Simon White,WLP,NA,31,24,1,1,225,Steve Coles,NA,league,1,32,1.3333333333333333
1988/89,1989-01-07T00:00:00Z,Chippenham Town,A,2-1,W,"Simon White, Richard George",WLP,NA,32,25,2,1,NA,Steve Coles,NA,league,3,35,1.4
1988/89,1989-01-11T00:00:00Z,Clevedon Town,H,2-1,W,"Simon White, Richard George",WLP,NA,33,26,2,1,141,Steve Coles,NA,league,3,38,1.4615384615384615
1988/89,1989-01-14T00:00:00Z,Barnstaple Town,A,1-1,D,Keith Player,WLP,NA,34,27,1,1,NA,Steve Coles,NA,league,1,39,1.4444444444444444
1988/89,1989-01-21T00:00:00Z,Bridport,A,0-1,L,NA,FAV,4,35,5,0,1,NA,Steve Coles,NA,cup,NA,NA,NA
1988/89,1989-01-28T00:00:00Z,Mangotsfield United,A,1-1,D,Nick Greenwood,WLP,NA,36,28,1,1,NA,Steve Coles,NA,league,1,40,1.4285714285714286
1988/89,1989-02-04T00:00:00Z,Minehead,H,4-1,W,"Simon White 2, Richard George, Keith Player",WLP,NA,37,29,4,1,98,Steve Coles,NA,league,3,43,1.4827586206896552
1988/89,1989-02-11T00:00:00Z,Bristol Manor Farm,H,1-1,D,Richard George,WLP,NA,38,30,1,1,95,Steve Coles,NA,league,1,44,1.4666666666666666
1988/89,1989-03-01T00:00:00Z,Frome Town,A,2-1,W,Simon White 2,WLP,NA,39,31,2,1,NA,Steve Coles,NA,league,3,47,1.5161290322580645
1988/89,1989-03-04T00:00:00Z,Chard Town,H,1-1,D,Simon White,WLP,NA,40,32,1,1,75,Steve Coles,NA,league,1,48,1.5
1988/89,1989-03-08T00:00:00Z,Radstock Town,A,0-1,L,NA,WLP,NA,41,33,0,1,NA,Steve Coles,NA,league,0,48,1.4545454545454546
1988/89,1989-03-18T00:00:00Z,Liskeard Athletic,A,0-1,L,NA,WLP,NA,42,34,0,1,NA,Steve Coles,NA,league,0,48,1.411764705882353
1988/89,1989-03-29T00:00:00Z,Plymouth Argyle Reserves,H,0-1,L,NA,WLP,NA,43,35,0,1,90,Steve Coles,NA,league,0,48,1.3714285714285714
1988/89,1989-04-01T00:00:00Z,Dawlish Town,H,1-1,D,Rich Bowring,WLP,NA,44,36,1,1,NA,Steve Coles,NA,league,1,49,1.3611111111111112
1988/89,1989-04-05T00:00:00Z,Saltash United,A,1-1,D,Rob McCartney,WLP,NA,45,37,1,1,NA,Steve Coles,NA,league,1,50,1.3513513513513513
1988/89,1989-04-12T00:00:00Z,Exmouth Town,H,1-1,D,Adrian Harvey,WLP,NA,46,38,1,1,76,Steve Coles,NA,league,1,51,1.3421052631578947
1988/89,1989-04-15T00:00:00Z,Taunton Town,H,1-1,D,Simon White,WLP,NA,47,39,1,1,91,Steve Coles,NA,league,1,52,1.3333333333333333
1988/89,1989-04-19T00:00:00Z,Paulton Rovers,H,2-1,W,Martin Boyle 2,WLP,NA,48,40,2,1,NA,Steve Coles,NA,league,3,55,1.375
1989/90,1989-08-19T00:00:00Z,Torrington,A,0-1,L,NA,WLP,NA,1,1,0,1,NA,Martin Wheeler,NA,league,0,0,0
1989/90,1989-08-23T00:00:00Z,Frome Town,A,2-1,W,Ian Clevely,WLP,NA,2,2,2,1,NA,Martin Wheeler,NA,league,3,3,1.5
1989/90,1989-08-26T00:00:00Z,Weston-super-Mare,H,0-1,L,NA,WLP,NA,3,3,0,1,NA,Martin Wheeler,NA,league,0,3,1
1989/90,1989-08-28T00:00:00Z,Radstock Town,H,0-1,L,NA,WLP,NA,4,4,0,1,NA,Martin Wheeler,NA,league,0,3,0.75
1989/90,1989-09-02T00:00:00Z,Thatcham Town,H,0-1,L,NA,FAC,P,5,1,0,1,NA,Martin Wheeler,NA,cup,NA,NA,NA
1989/90,1989-09-09T00:00:00Z,Saltash United,A,1-1,D,Colin Brain,WLP,NA,6,5,1,1,NA,Martin Wheeler,NA,league,1,4,0.8
1989/90,1989-09-16T00:00:00Z,Clevedon Town,H,1-1,D,Adrian Harvey,WLP,NA,7,6,1,1,NA,Dave Coombs,NA,league,1,5,0.8333333333333334
1989/90,1989-09-20T00:00:00Z,Chard Town,A,0-1,L,NA,WLP,NA,8,7,0,1,NA,Dave Coombs,NA,league,0,5,0.7142857142857143
1989/90,1989-09-23T00:00:00Z,Exmouth Town,H,0-1,L,NA,WLP,NA,9,8,0,1,NA,Dave Coombs,NA,league,0,5,0.625
1989/90,1989-09-27T00:00:00Z,Bristol Manor Farm,H,0-1,L,NA,WLP,NA,10,9,0,1,NA,Dave Coombs,NA,league,0,5,0.5555555555555556
1989/90,1989-09-30T00:00:00Z,Barnstaple Town,A,0-1,L,NA,WLP,NA,11,10,0,1,NA,Dave Coombs,NA,league,0,5,0.5
1989/90,1989-10-07T00:00:00Z,Dawlish Town,H,0-1,L,NA,WLP,NA,12,11,0,1,NA,Dave Coombs,NA,league,0,5,0.45454545454545453
1989/90,1989-10-10T00:00:00Z,Swanage Town & Herston,A,2-1,W,Dave Jones 2,WLP,NA,13,12,2,1,NA,Dave Coombs,NA,league,3,8,0.6666666666666666
1989/90,1989-10-14T00:00:00Z,Bideford,H,1-1,D,Dave Jones,WLP,NA,14,13,1,1,NA,Dave Coombs,NA,league,1,9,0.6923076923076923
1989/90,1989-10-21T00:00:00Z,Liskeard Athletic,A,0-1,L,NA,WLP,NA,15,14,0,1,NA,Dave Coombs,NA,league,0,9,0.6428571428571429
1989/90,1989-10-28T00:00:00Z,Plymouth Argyle Reserves,H,0-1,L,NA,WLP,NA,16,15,0,1,NA,Dave Coombs,NA,league,0,9,0.6
1989/90,1989-11-01T00:00:00Z,Chippenham Town,A,0-1,L,NA,WLP,NA,17,16,0,1,NA,Dave Coombs,NA,league,0,9,0.5625
1989/90,1989-11-04T00:00:00Z,Brislington,A,0-1,L,NA,FAV,1,18,1,0,1,NA,Dave Coombs,NA,cup,NA,NA,NA
1989/90,1989-11-11T00:00:00Z,Tiverton Town,A,0-1,L,NA,WLP,NA,19,17,0,1,NA,Dave Coombs,NA,league,0,9,0.5294117647058824
1989/90,1989-11-15T00:00:00Z,Frome Town,H,2-1,W,"Simon Church, Steve Worrell",WLP,NA,20,18,2,1,NA,Dave Coombs,NA,league,3,12,0.6666666666666666
1989/90,1989-11-18T00:00:00Z,Torrington,H,0-1,L,NA,WLP,NA,21,19,0,1,NA,Dave Coombs,NA,league,0,12,0.631578947368421
1989/90,1989-11-22T00:00:00Z,Mangotsfield United,H,0-1,L,NA,WLP,NA,22,20,0,1,NA,Dave Coombs,NA,league,0,12,0.6
1989/90,1989-11-29T00:00:00Z,Taunton Town,H,0-1,L,NA,SPC,NA,23,1,0,1,NA,Peter De Sisto,NA,cup,NA,NA,NA
1989/90,1989-12-02T00:00:00Z,Taunton Town,H,2-1,W,"Alan Biley, Micky Rustell",WLP,NA,24,21,2,1,120,Peter De Sisto,NA,league,3,15,0.7142857142857143
1989/90,1989-12-06T00:00:00Z,Paulton Rovers,H,0-1,L,NA,LPC,2,25,1,0,1,238,Peter De Sisto,NA,cup,NA,NA,NA
1989/90,1989-12-09T00:00:00Z,Weston-super-Mare,A,0-1,L,NA,WLP,NA,26,22,0,1,NA,Peter De Sisto,NA,league,0,15,0.6818181818181818
1989/90,1989-12-26T00:00:00Z,Paulton Rovers,H,0-1,L,NA,WLP,NA,27,23,0,1,292,Peter De Sisto,NA,league,0,15,0.6521739130434783
1989/90,1990-01-01T00:00:00Z,Radstock Town,A,2-1,W,"Micky Rustell, Gary Stanley",WLP,NA,28,24,2,1,NA,Peter De Sisto,NA,league,3,18,0.75
1989/90,1990-01-06T00:00:00Z,Tiverton Town,H,1-1,D,Gary Stanley,WLP,NA,29,25,1,1,227,Peter De Sisto,NA,league,1,19,0.76
1989/90,1990-01-17T00:00:00Z,Mangotsfield United,A,2-1,W,Gary Stanley 2,WLP,NA,30,26,2,1,117,Peter De Sisto,NA,league,3,22,0.8461538461538461
1989/90,1990-01-20T00:00:00Z,Plymouth Argyle Reserves,A,0-1,L,NA,WLP,NA,31,27,0,1,NA,Peter De Sisto,NA,league,0,22,0.8148148148148148
1989/90,1990-02-10T00:00:00Z,Bristol Manor Farm,A,0-1,L,NA,WLP,NA,32,28,0,1,NA,Peter De Sisto,NA,league,0,22,0.7857142857142857
1989/90,1990-02-17T00:00:00Z,Chard Town,H,3-1,W,"Ian Foster, Ally Unitt, Paul Wilcox",WLP,NA,33,29,3,1,72,Peter De Sisto,NA,league,3,25,0.8620689655172413
1989/90,1990-03-03T00:00:00Z,Dawlish Town,A,2-1,W,Ian Foster,WLP,NA,34,30,2,1,NA,Peter De Sisto,NA,league,3,28,0.9333333333333333
1989/90,1990-03-07T00:00:00Z,Swanage Town & Herston,H,0-1,L,NA,WLP,NA,35,31,0,1,NA,Peter De Sisto,NA,league,0,28,0.9032258064516129
